產業別,名稱,公司代號,ROE,EPS,FCF,毛利率,營業利益率,純益率,現金殖利率,高登,總資產周轉率,盈餘成長率,營收年成長率,PBR,PER,每股淨值,權益乘數,股本億元,平均價,股價標準差,股價變異數
電腦及週邊設備,樺漢,6414,0.064962902,23.88,36.24961143,0.19072195,0.035702518,0.024613617,0.048185144,0.07729281,1.014432022,0.029107665,19.52,0.770976873,15.2461308,396.0948905,2.634068672,13.7,297.6618852,15.97803991,255.2977594
電腦及週邊設備,廣錠,6441,0.000287604,-1.35,-0.168530773,0.180407795,-0.177727108,-0.114008713,0,0.000320205,0.291560205,0.000320205,-21.19666667,1.735514308,0,24.39622642,1.467913458,5.3,32.83647541,5.788673974,33.50874637
電腦及週邊設備,維田,6570,0.145408881,3.286666667,2.272240991,0.374743855,0.126844256,0.113076922,0.053599091,0.077035675,0.771637413,0.023436584,2.416666667,2.447106538,34.35849057,22.32432432,1.554367201,3.7,46.81885246,6.772415389,45.8656102
電腦及週邊設備,勁豐,6577,0.235064111,6.273333333,4.184795322,0.270479708,0.135228217,0.132188261,0.046775196,0.127408128,1.142615348,0.080632932,10.4,4.401414791,17.20512821,25.91666667,1.612222626,6,87.78196721,10.68223028,114.1100439
電腦及週邊設備,研揚,6579,0.097005062,8.723333333,14.56273818,0.346520212,0.11461069,0.130286063,0.047489716,0.083007384,0.633208538,0.035517667,5.753333333,1.602452924,20.10621762,96.864,1.184696025,12.5,127.3258197,9.35982733,87.60636764
電腦及週邊設備,動力-KY,6591,0.090600975,4.503333333,2.253921454,0.286134588,0.097237649,0.099405888,0.058099026,0.08677273,0.517885239,0.028673704,-11.61,1.025483204,16.70716511,52.2972973,1.521386031,3.7,60.99631148,12.87334418,165.7229905
電腦及週邊設備,緯穎,6669,0.358352594,92.17333333,42.24084656,0.093089842,0.068145936,0.059682833,0.040745541,0.160278635,2.892383206,0.119533093,27.89333333,4.508560933,17.45492613,490.0166667,2.142980903,18,2377.581967,449.9445478,202450.0961
電腦及週邊設備,鑫創電子,6680,0.170932786,3.73,-0.594239221,0.32818909,0.113127929,0.139962386,0.036422555,0.106739839,0.788523375,0.070317284,19.99666667,2.907106599,18,25.69565217,2.122043519,2.3,70.71352459,30.4275112,925.8334377
電腦及週邊設備,宸曜,6922,0.211651957,6.743333333,-9.665551839,0.428078082,0.151648784,0.127968116,0.031824676,0.081518127,1.145407193,0.061219133,9.655,3.905377456,19.18758256,37.19230769,1.594728171,2.6,184,25.84657168,668.0452675
電腦及週邊設備,AMAX-KY,6933,0.131433062,5.306666667,14.80598456,0.140506992,0.03989289,0.031738071,0.009011559,0.064677917,2.151955063,0.055666358,-9.785,5.308215919,70.12182741,52.04761905,1.907236523,4.2,194.2663934,40.4864548,1639.153022
電腦及週邊設備,廣積,8050,0.109730755,6.233333333,0.740143189,0.257697928,0.081160669,0.133066071,0.060875154,0.092097517,0.47901041,0.031222363,-3.073333333,1.33489656,19.50985222,59.33793103,1.560204259,14.5,64.02581967,8.464445693,71.64684089
